answer_llm,answer_orig,document,question,course,prompt_tokens,result_tokens
"If you use a random seed other than 42, the distribution of missing values will change so that they appear in all dataframes (training, validation, and test) instead of only appearing in the training dataframe. 
","One of the questions on the homework calls for using a random seed of 42. When using 42, all my missing values ended up in my training dataframe and not my validation or test dataframes, why is that?
The purpose of the seed value is to randomly generate the proportion split. Using a seed of 42 ensures that all learners are on the same page by getting the same behavior (in this case, all missing values ending up in the training dataframe). If using a different seed value (e.g. 9), missing values will then appear in all other dataframes.",48aac030,"If I use a random seed value other than 42, what will happen to the distribution of missing values?",machine-learning-zoomcamp,451,46
"Using a random seed of 42 ensures that all learners have the same data split for their training, validation, and test datasets. This leads to consistent behavior and outcomes among all learners. 
","One of the questions on the homework calls for using a random seed of 42. When using 42, all my missing values ended up in my training dataframe and not my validation or test dataframes, why is that?
The purpose of the seed value is to randomly generate the proportion split. Using a seed of 42 ensures that all learners are on the same page by getting the same behavior (in this case, all missing values ending up in the training dataframe). If using a different seed value (e.g. 9), missing values will then appear in all other dataframes.",48aac030,Why is a random seed of 42 used in the homework to ensure consistent behavior among learners?,machine-learning-zoomcamp,1082,40
"Changing the random seed value affects which subset of the data (training, validation, or test) the missing values will be randomly assigned to during the splitting process. 
","One of the questions on the homework calls for using a random seed of 42. When using 42, all my missing values ended up in my training dataframe and not my validation or test dataframes, why is that?
The purpose of the seed value is to randomly generate the proportion split. Using a seed of 42 ensures that all learners are on the same page by getting the same behavior (in this case, all missing values ending up in the training dataframe). If using a different seed value (e.g. 9), missing values will then appear in all other dataframes.",48aac030,How does changing the random seed value affect where missing values appear in the dataframes?,machine-learning-zoomcamp,990,34
"Yes, you can shuffle the dataset using the pandas built-in function `pandas.DataFrame.sample`. Setting `frac=1` will shuffle the entire DataFrame. You can use `random_state=seed` to reproduce the same shuffling order. 
","It is possible to do the shuffling of the dataset with the pandas built-in function pandas.DataFrame.sample.The complete dataset can be shuffled including resetting the index with the following commands:
Setting frac=1 will result in returning a shuffled version of the complete Dataset.
Setting random_state=seed will result in the same randomization as used in the course resources.
df_shuffled = df.sample(frac=1, random_state=seed)
df_shuffled.reset_index(drop=True, inplace=True)
Added by Sylvia Schmitt",28321bc2,Is it possible to shuffle the initial dataset using a pandas built-in function?,machine-learning-zoomcamp,775,52
"```python
df_shuffled = df.sample(frac=1, random_state=seed)
df_shuffled.reset_index(drop=True, inplace=True)
```

Setting `frac=1` will return a shuffled version of the complete Dataset. Setting `random_state=seed` will result in the same randomization as used in the course resources. 
","It is possible to do the shuffling of the dataset with the pandas built-in function pandas.DataFrame.sample.The complete dataset can be shuffled including resetting the index with the following commands:
Setting frac=1 will result in returning a shuffled version of the complete Dataset.
Setting random_state=seed will result in the same randomization as used in the course resources.
df_shuffled = df.sample(frac=1, random_state=seed)
df_shuffled.reset_index(drop=True, inplace=True)
Added by Sylvia Schmitt",28321bc2,How can the complete dataset be shuffled using pandas?,machine-learning-zoomcamp,681,82
"Setting `frac=1` in `pandas.DataFrame.sample` shuffles the entire dataset and returns a shuffled version. 
","It is possible to do the shuffling of the dataset with the pandas built-in function pandas.DataFrame.sample.The complete dataset can be shuffled including resetting the index with the following commands:
Setting frac=1 will result in returning a shuffled version of the complete Dataset.
Setting random_state=seed will result in the same randomization as used in the course resources.
df_shuffled = df.sample(frac=1, random_state=seed)
df_shuffled.reset_index(drop=True, inplace=True)
Added by Sylvia Schmitt",28321bc2,What happens when frac is set to 1 in pandas.DataFrame.sample?,machine-learning-zoomcamp,714,27
"To ensure the randomization of a dataset is consistent with the course resources, you should set `random_state=seed` when using the `pandas.DataFrame.sample` function. 
","It is possible to do the shuffling of the dataset with the pandas built-in function pandas.DataFrame.sample.The complete dataset can be shuffled including resetting the index with the following commands:
Setting frac=1 will result in returning a shuffled version of the complete Dataset.
Setting random_state=seed will result in the same randomization as used in the course resources.
df_shuffled = df.sample(frac=1, random_state=seed)
df_shuffled.reset_index(drop=True, inplace=True)
Added by Sylvia Schmitt",28321bc2,How do you ensure the randomization of a dataset is consistent with the course resources?,machine-learning-zoomcamp,1045,38
"```python
df_shuffled = df.sample(frac=1, random_state=seed)
df_shuffled.reset_index(drop=True, inplace=True)
```

`df.sample(frac=1, random_state=seed)` shuffles the DataFrame `df`. `frac=1` indicates that the entire DataFrame should be shuffled. `random_state=seed` ensures the same randomization is used each time.

`df_shuffled.reset_index(drop=True, inplace=True)` resets the index of the shuffled DataFrame. `drop=True` drops the old index. `inplace=True` modifies the DataFrame in place. 
","It is possible to do the shuffling of the dataset with the pandas built-in function pandas.DataFrame.sample.The complete dataset can be shuffled including resetting the index with the following commands:
Setting frac=1 will result in returning a shuffled version of the complete Dataset.
Setting random_state=seed will result in the same randomization as used in the course resources.
df_shuffled = df.sample(frac=1, random_state=seed)
df_shuffled.reset_index(drop=True, inplace=True)
Added by Sylvia Schmitt",28321bc2,What are the commands for shuffling and resetting the index of a pandas DataFrame?,machine-learning-zoomcamp,660,145
"If your homework answer doesn't match any of the available options, choose the option closest to your answer. This is because everyone's computers might have different versions of software like Python, libraries, or operating systems, leading to slightly different results. 
","That’s normal. We all have different environments: our computers have different versions of OS and different versions of libraries — even different versions of Python.
If it’s the case, just select the option that’s closest to your answer",edb92d22,What if my homework answer doesn't match any of the given options?,machine-learning-zoomcamp,805,52
"The way you split the data into training, validation, and test sets can influence the final result. Even with the same ratios, the actual data points in each subset might differ slightly, leading to variations in model training and, ultimately, different accuracy values. 
","That’s normal. We all have different environments: our computers have different versions of OS and different versions of libraries — even different versions of Python.
If it’s the case, just select the option that’s closest to your answer",edb92d22,Why might my result differ from the provided options?,machine-learning-zoomcamp,588,53
